question_id,tags_asociados,cant_tags_asociados,tiempo_seg,tiempo_hrs,tiempo_min,tiempo_dias
17432896,google-maps,4,0,0.0,0.0,0.0
17432896,google-maps-markers,4,0,0.0,0.0,0.0
17432896,google-maps-android-api-2,4,0,0.0,0.0,0.0
12115333,php,5,0,0.0,0.0,0.0
12115333,magento,5,0,0.0,0.0,0.0
12115333,e-commerce,5,0,0.0,0.0,0.0
12115333,products,5,0,0.0,0.0,0.0
12115333,configurable,5,0,0.0,0.0,0.0
41782838,javascript,4,0,0.0,0.0,0.0
41782838,node.js,4,0,0.0,0.0,0.0
41782838,firebase,4,0,0.0,0.0,0.0
41782838,firebase-database,4,0,0.0,0.0,0.0
45052087,java,5,0,0.0,0.0,0.0
45052087,tomcat,5,0,0.0,0.0,0.0
45052087,real-time,5,0,0.0,0.0,0.0
45052087,publish-subscribe,5,0,0.0,0.0,0.0
45052087,ionic3,5,0,0.0,0.0,0.0
18517825,ruby-on-rails,4,0,0.0,0.0,0.0
18517825,ruby,4,0,0.0,0.0,0.0
18517825,authentication,4,0,0.0,0.0,0.0
18517825,devise,4,0,0.0,0.0,0.0
26004523,c,2,0,0.0,0.0,0.0
26004523,cgroups,2,0,0.0,0.0,0.0
41613882,php,4,0,0.0,0.0,0.0
41613882,email,4,0,0.0,0.0,0.0
41613882,smtp,4,0,0.0,0.0,0.0
41613882,swiftmailer,4,0,0.0,0.0,0.0
29544634,c#,4,0,0.0,0.0,0.0
29544634,wpf,4,0,0.0,0.0,0.0
29544634,xaml,4,0,0.0,0.0,0.0
29544634,enums,4,0,0.0,0.0,0.0
45424631,python,1,0,0.0,0.0,0.0
45213942,javascript,5,0,0.0,0.0,0.0
45213942,angularjs,5,0,0.0,0.0,0.0
45213942,dom,5,0,0.0,0.0,0.0
45213942,angular-directive,5,0,0.0,0.0,0.0
45213942,jqlite,5,0,0.0,0.0,0.0
43640357,html,5,0,0.0,0.0,0.0
43640357,css,5,0,0.0,0.0,0.0
43640357,angularjs,5,0,0.0,0.0,0.0
43640357,selenium,5,0,0.0,0.0,0.0
43640357,selenium-ide,5,0,0.0,0.0,0.0
43362478,ios,3,0,0.0,0.0,0.0
43362478,swift,3,0,0.0,0.0,0.0
43362478,swift3,3,0,0.0,0.0,0.0
25544210,r,3,0,0.0,0.0,0.0
25544210,regression,3,0,0.0,0.0,0.0
25544210,nls,3,0,0.0,0.0,0.0
45838968,chat,5,0,0.0,0.0,0.0
45838968,ejabberd,5,0,0.0,0.0,0.0
45838968,multiuserchat,5,0,0.0,0.0,0.0
45838968,ejabberd-module,5,0,0.0,0.0,0.0
45838968,ejabberd-hooks,5,0,0.0,0.0,0.0
37968130,python,3,0,0.0,0.0,0.0
37968130,win32com,3,0,0.0,0.0,0.0
37968130,dispatch,3,0,0.0,0.0,0.0
44825724,javascript,5,0,0.0,0.0,0.0
44825724,android,5,0,0.0,0.0,0.0
44825724,ios,5,0,0.0,0.0,0.0
44825724,react-native,5,0,0.0,0.0,0.0
44825724,native-base,5,0,0.0,0.0,0.0
39650165,ajax,5,0,0.0,0.0,0.0
39650165,listview,5,0,0.0,0.0,0.0
39650165,sharepoint,5,0,0.0,0.0,0.0
39650165,sharepoint-2013,5,0,0.0,0.0,0.0
39650165,web-parts,5,0,0.0,0.0,0.0
44833407,ldap,3,0,0.0,0.0,0.0
44833407,proxypass,3,0,0.0,0.0,0.0
44833407,apache-config,3,0,0.0,0.0,0.0
8712499,xcode4,3,0,0.0,0.0,0.0
8712499,nstableview,3,0,0.0,0.0,0.0
8712499,nib,3,0,0.0,0.0,0.0
39312085,sql-server-2016,1,0,0.0,0.0,0.0
24144095,javascript,2,0,0.0,0.0,0.0
24144095,jquery,2,0,0.0,0.0,0.0
28877003,sql,3,0,0.0,0.0,0.0
28877003,wordpress,3,0,0.0,0.0,0.0
28877003,optimization,3,0,0.0,0.0,0.0
21203086,java,4,0,0.0,0.0,0.0
21203086,blackberry,4,0,0.0,0.0,0.0
21203086,filepath,4,0,0.0,0.0,0.0
21203086,filepicker.io,4,0,0.0,0.0,0.0
45414488,django,3,0,0.0,0.0,0.0
45414488,elasticsearch,3,0,0.0,0.0,0.0
45414488,django-haystack,3,0,0.0,0.0,0.0
36738697,javascript,4,0,0.0,0.0,0.0
36738697,html,4,0,0.0,0.0,0.0
36738697,angularjs,4,0,0.0,0.0,0.0
36738697,iscroll,4,0,0.0,0.0,0.0
43814533,intellij-idea,2,0,0.0,0.0,0.0
43814533,sonarlint,2,0,0.0,0.0,0.0
14289946,javascript,3,0,0.0,0.0,0.0
14289946,jquery,3,0,0.0,0.0,0.0
14289946,pagination,3,0,0.0,0.0,0.0
28518071,php,5,0,0.0,0.0,0.0
28518071,android,5,0,0.0,0.0,0.0
28518071,symfony,5,0,0.0,0.0,0.0
28518071,oauth-2.0,5,0,0.0,0.0,0.0
28518071,fosoauthserverbundle,5,0,0.0,0.0,0.0
29898756,python,4,0,0.0,0.0,0.0
29898756,r,4,0,0.0,0.0,0.0
29898756,rpy2,4,0,0.0,0.0,0.0
29898756,spatstat,4,0,0.0,0.0,0.0
24312437,kendo-ui,2,0,0.0,0.0,0.0
24312437,jqwidget,2,0,0.0,0.0,0.0
37692277,angularjs,3,0,0.0,0.0,0.0
37692277,ionic-framework,3,0,0.0,0.0,0.0
37692277,ionic-view,3,0,0.0,0.0,0.0
25544433,ruby-on-rails,4,0,0.0,0.0,0.0
25544433,ruby,4,0,0.0,0.0,0.0
25544433,mongodb,4,0,0.0,0.0,0.0
25544433,mongoid,4,0,0.0,0.0,0.0
22944420,python,4,0,0.0,0.0,0.0
22944420,python-3.x,4,0,0.0,0.0,0.0
22944420,ipython,4,0,0.0,0.0,0.0
22944420,ipython-magic,4,0,0.0,0.0,0.0
35101433,lucene,2,0,0.0,0.0,0.0
35101433,luke,2,0,0.0,0.0,0.0
16147514,asp.net,3,0,0.0,0.0,0.0
16147514,asp.net-mvc,3,0,0.0,0.0,0.0
16147514,entity-framework,3,0,0.0,0.0,0.0
35185895,javascript,2,0,0.0,0.0,0.0
35185895,node.js,2,0,0.0,0.0,0.0
27605676,django,3,0,0.0,0.0,0.0
27605676,paypal,3,0,0.0,0.0,0.0
27605676,django-paypal,3,0,0.0,0.0,0.0
41700281,jquery,3,0,0.0,0.0,0.0
41700281,ruby-on-rails,3,0,0.0,0.0,0.0
41700281,pusher,3,0,0.0,0.0,0.0
13341411,android,3,0,0.0,0.0,0.0
13341411,broadcastreceiver,3,0,0.0,0.0,0.0
13341411,whatsapp,3,0,0.0,0.0,0.0
17118503,python,2,0,0.0,0.0,0.0
17118503,orange,2,0,0.0,0.0,0.0
36854540,java,5,0,0.0,0.0,0.0
36854540,mysql,5,0,0.0,0.0,0.0
36854540,spring,5,0,0.0,0.0,0.0
36854540,hibernate,5,0,0.0,0.0,0.0
36854540,jpa,5,0,0.0,0.0,0.0
38660725,c++,5,0,0.0,0.0,0.0
38660725,windows,5,0,0.0,0.0,0.0
38660725,sockets,5,0,0.0,0.0,0.0
38660725,winapi,5,0,0.0,0.0,0.0
38660725,winsock,5,0,0.0,0.0,0.0
34366063,meteor,3,0,0.0,0.0,0.0
34366063,meteor-velocity,3,0,0.0,0.0,0.0
34366063,mocha-web-velocity,3,0,0.0,0.0,0.0
41312233,unity5,4,0,0.0,0.0,0.0
41312233,unity3d-2dtools,4,0,0.0,0.0,0.0
41312233,tiled,4,0,0.0,0.0,0.0
41312233,unity5.3,4,0,0.0,0.0,0.0
38969837,android,4,0,0.0,0.0,0.0
38969837,checkbox,4,0,0.0,0.0,0.0
38969837,menu,4,0,0.0,0.0,0.0
38969837,appcompat,4,0,0.0,0.0,0.0
38194714,excel,2,0,0.0,0.0,0.0
38194714,powerpivot,2,0,0.0,0.0,0.0
39148412,c#,5,0,0.0,0.0,0.0
39148412,asp.net,5,0,0.0,0.0,0.0
39148412,asp.net-mvc,5,0,0.0,0.0,0.0
39148412,encryption,5,0,0.0,0.0,0.0
39148412,connection-string,5,0,0.0,0.0,0.0
42571857,django,2,0,0.0,0.0,0.0
42571857,tastypie,2,0,0.0,0.0,0.0
40572877,javascript,4,0,0.0,0.0,0.0
40572877,node.js,4,0,0.0,0.0,0.0
40572877,fullpage.js,4,0,0.0,0.0,0.0
40572877,youtube-javascript-api,4,0,0.0,0.0,0.0
32979832,c#,5,0,0.0,0.0,0.0
32979832,wcf,5,0,0.0,0.0,0.0
32979832,xamarin,5,0,0.0,0.0,0.0
32979832,crash,5,0,0.0,0.0,0.0
32979832,xamarin.android,5,0,0.0,0.0,0.0
29289353,python,5,0,0.0,0.0,0.0
29289353,sockets,5,0,0.0,0.0,0.0
29289353,compression,5,0,0.0,0.0,0.0
29289353,pygame,5,0,0.0,0.0,0.0
29289353,screenshot,5,0,0.0,0.0,0.0
41451579,swift,2,0,0.0,0.0,0.0
41451579,core-data,2,0,0.0,0.0,0.0
29134158,javascript,4,0,0.0,0.0,0.0
29134158,jquery,4,0,0.0,0.0,0.0
29134158,html,4,0,0.0,0.0,0.0
29134158,multiple-versions,4,0,0.0,0.0,0.0
45707183,asp.net,2,0,0.0,0.0,0.0
45707183,webforms,2,0,0.0,0.0,0.0
28167228,jquery,1,0,0.0,0.0,0.0
2727289,bootloader,2,0,0.0,0.0,0.0
2727289,bare-metal,2,0,0.0,0.0,0.0
21692788,c++,3,0,0.0,0.0,0.0
21692788,linux,3,0,0.0,0.0,0.0
21692788,directory,3,0,0.0,0.0,0.0
39074407,javascript,3,0,0.0,0.0,0.0
39074407,meteor,3,0,0.0,0.0,0.0
39074407,soundcloud,3,0,0.0,0.0,0.0
38289294,php,2,0,0.0,0.0,0.0
38289294,magnific-popup,2,0,0.0,0.0,0.0
44200909,html,2,0,0.0,0.0,0.0
44200909,angular,2,0,0.0,0.0,0.0
29815284,javascript,5,0,0.0,0.0,0.0
29815284,jquery,5,0,0.0,0.0,0.0
29815284,html,5,0,0.0,0.0,0.0
29815284,css,5,0,0.0,0.0,0.0
29815284,iframe,5,0,0.0,0.0,0.0
31687357,c++,4,0,0.0,0.0,0.0
31687357,windows,4,0,0.0,0.0,0.0
31687357,registry,4,0,0.0,0.0,0.0
31687357,registrykey,4,0,0.0,0.0,0.0
17616440,button,4,0,0.0,0.0,0.0
17616440,twitter-bootstrap,4,0,0.0,0.0,0.0
17616440,alignment,4,0,0.0,0.0,0.0
17616440,label,4,0,0.0,0.0,0.0
37254470,c#,4,0,0.0,0.0,0.0
37254470,wpf,4,0,0.0,0.0,0.0
37254470,xaml,4,0,0.0,0.0,0.0
37254470,user-controls,4,0,0.0,0.0,0.0
37072784,node.js,2,0,0.0,0.0,0.0
37072784,socket.io,2,0,0.0,0.0,0.0
19429021,android,4,0,0.0,0.0,0.0
19429021,bluetooth,4,0,0.0,0.0,0.0
19429021,android-bluetooth,4,0,0.0,0.0,0.0
19429021,pandaboard,4,0,0.0,0.0,0.0
27121714,xcode,2,0,0.0,0.0,0.0
27121714,ios8,2,0,0.0,0.0,0.0
45728676,ios,5,0,0.0,0.0,0.0
45728676,swift,5,0,0.0,0.0,0.0
45728676,animation,5,0,0.0,0.0,0.0
45728676,esri,5,0,0.0,0.0,0.0
45728676,esri-maps,5,0,0.0,0.0,0.0
45557139,javascript,5,0,0.0,0.0,0.0
45557139,arrays,5,0,0.0,0.0,0.0
45557139,cordova,5,0,0.0,0.0,0.0
45557139,pdf,5,0,0.0,0.0,0.0
45557139,base64,5,0,0.0,0.0,0.0
43430120,amazon-s3,1,0,0.0,0.0,0.0
7056577,php,4,0,0.0,0.0,0.0
7056577,xml,4,0,0.0,0.0,0.0
7056577,ubuntu,4,0,0.0,0.0,0.0
7056577,removechild,4,0,0.0,0.0,0.0
39679608,android,4,0,0.0,0.0,0.0
39679608,scroll,4,0,0.0,0.0,0.0
39679608,scrollview,4,0,0.0,0.0,0.0
39679608,android-custom-view,4,0,0.0,0.0,0.0
37176979,r,3,0,0.0,0.0,0.0
37176979,latex,3,0,0.0,0.0,0.0
37176979,pdflatex,3,0,0.0,0.0,0.0
15349445,objective-c,2,0,0.0,0.0,0.0
15349445,sqlite,2,0,0.0,0.0,0.0
36262090,angularjs,3,0,0.0,0.0,0.0
36262090,swipe,3,0,0.0,0.0,0.0
36262090,angularjs-ng-touch,3,0,0.0,0.0,0.0
22089861,java,5,0,0.0,0.0,0.0
22089861,spring,5,0,0.0,0.0,0.0
22089861,hibernate,5,0,0.0,0.0,0.0
22089861,jpa,5,0,0.0,0.0,0.0
22089861,spring-data,5,0,0.0,0.0,0.0
45456616,javascript,2,0,0.0,0.0,0.0
45456616,revolution-slider,2,0,0.0,0.0,0.0
42518969,javascript,3,0,0.0,0.0,0.0
42518969,angularjs,3,0,0.0,0.0,0.0
42518969,jasmine,3,0,0.0,0.0,0.0
45678290,facebook,3,0,0.0,0.0,0.0
45678290,facebook-graph-api,3,0,0.0,0.0,0.0
45678290,facebook-share,3,0,0.0,0.0,0.0
18317497,c++,3,0,0.0,0.0,0.0
18317497,struct,3,0,0.0,0.0,0.0
18317497,linkage,3,0,0.0,0.0,0.0
24003276,python-3.x,2,0,0.0,0.0,0.0
24003276,subprocess,2,0,0.0,0.0,0.0
30871443,entity-framework,2,0,0.0,0.0,0.0
30871443,visual-studio-exp-2013,2,0,0.0,0.0,0.0
7888076,android,4,0,0.0,0.0,0.0
7888076,image-processing,4,0,0.0,0.0,0.0
7888076,opencv,4,0,0.0,0.0,0.0
7888076,flood-fill,4,0,0.0,0.0,0.0
38312487,wordpress,2,0,0.0,0.0,0.0
38312487,advanced-custom-fields,2,0,0.0,0.0,0.0
36220983,ruby-on-rails,3,0,0.0,0.0,0.0
36220983,mongodb,3,0,0.0,0.0,0.0
36220983,mongoid,3,0,0.0,0.0,0.0
12393823,iphone,3,0,0.0,0.0,0.0
12393823,xcode,3,0,0.0,0.0,0.0
12393823,arrays,3,0,0.0,0.0,0.0
27013188,asp.net-mvc,3,0,0.0,0.0,0.0
27013188,asp.net-mvc-4,3,0,0.0,0.0,0.0
27013188,asp.net-identity,3,0,0.0,0.0,0.0
43044055,android,2,0,0.0,0.0,0.0
43044055,android-fragments,2,0,0.0,0.0,0.0
20384398,ruby-on-rails,3,0,0.0,0.0,0.0
20384398,heroku,3,0,0.0,0.0,0.0
20384398,http-status-code-404,3,0,0.0,0.0,0.0
34787019,ios,4,0,0.0,0.0,0.0
34787019,swift,4,0,0.0,0.0,0.0
34787019,uiimagepickercontroller,4,0,0.0,0.0,0.0
34787019,nib,4,0,0.0,0.0,0.0
41303163,phpstorm,2,0,0.0,0.0,0.0
41303163,amp,2,0,0.0,0.0,0.0
31362924,r,3,0,0.0,0.0,0.0
31362924,vector,3,0,0.0,0.0,0.0
31362924,subset,3,0,0.0,0.0,0.0
45703698,vb.net,3,0,0.0,0.0,0.0
45703698,visual-studio,3,0,0.0,0.0,0.0
45703698,dmg,3,0,0.0,0.0,0.0
25446932,python,3,0,0.0,0.0,0.0
25446932,ffmpeg,3,0,0.0,0.0,0.0
25446932,flask,3,0,0.0,0.0,0.0
42647134,validation,2,0,0.0,0.0,0.0
42647134,apache-commons,2,0,0.0,0.0,0.0
30621828,c++,4,0,0.0,0.0,0.0
30621828,qt,4,0,0.0,0.0,0.0
30621828,sigsegv,4,0,0.0,0.0,0.0
30621828,qdir,4,0,0.0,0.0,0.0
36909347,java,4,0,0.0,0.0,0.0
36909347,android,4,0,0.0,0.0,0.0
36909347,canvas,4,0,0.0,0.0,0.0
36909347,textview,4,0,0.0,0.0,0.0
44136962,ssl,1,0,0.0,0.0,0.0
37680544,polymer-1.0,1,0,0.0,0.0,0.0
24596045,wordpress,4,0,0.0,0.0,0.0
24596045,osx,4,0,0.0,0.0,0.0
24596045,netbeans,4,0,0.0,0.0,0.0
24596045,virtual-machine,4,0,0.0,0.0,0.0
44141753,ruby-on-rails,2,0,0.0,0.0,0.0
44141753,devise,2,0,0.0,0.0,0.0
17713007,javascript,5,0,0.0,0.0,0.0
17713007,node.js,5,0,0.0,0.0,0.0
17713007,mongodb,5,0,0.0,0.0,0.0
17713007,coffeescript,5,0,0.0,0.0,0.0
17713007,mongoose,5,0,0.0,0.0,0.0
42610794,forms,4,0,0.0,0.0,0.0
42610794,angular,4,0,0.0,0.0,0.0
42610794,tabs,4,0,0.0,0.0,0.0
42610794,nested-forms,4,0,0.0,0.0,0.0
43709283,java,1,0,0.0,0.0,0.0
41471609,database-design,1,0,0.0,0.0,0.0
26305425,node.js,2,0,0.0,0.0,0.0
26305425,weed-fs,2,0,0.0,0.0,0.0
16737104,c#,4,0,0.0,0.0,0.0
16737104,asp.net,4,0,0.0,0.0,0.0
16737104,linq,4,0,0.0,0.0,0.0
16737104,reportbuilder,4,0,0.0,0.0,0.0
14834733,json,5,0,0.0,0.0,0.0
14834733,exception,5,0,0.0,0.0,0.0
14834733,httpwebrequest,5,0,0.0,0.0,0.0
14834733,windows-phone,5,0,0.0,0.0,0.0
14834733,httpwebresponse,5,0,0.0,0.0,0.0
41623074,reactjs,4,0,0.0,0.0,0.0
41623074,graphql,4,0,0.0,0.0,0.0
41623074,relayjs,4,0,0.0,0.0,0.0
41623074,relay,4,0,0.0,0.0,0.0
12265520,ios,4,0,0.0,0.0,0.0
12265520,download,4,0,0.0,0.0,0.0
12265520,preview,4,0,0.0,0.0,0.0
12265520,qlpreviewcontroller,4,0,0.0,0.0,0.0
24342785,oracle-adf-mobile,1,0,0.0,0.0,0.0
41281770,android,4,0,0.0,0.0,0.0
41281770,class,4,0,0.0,0.0,0.0
41281770,parameters,4,0,0.0,0.0,0.0
41281770,reusability,4,0,0.0,0.0,0.0
38024284,java,5,0,0.0,0.0,0.0
38024284,rest,5,0,0.0,0.0,0.0
38024284,unit-testing,5,0,0.0,0.0,0.0
38024284,jersey,5,0,0.0,0.0,0.0
38024284,jersey-test-framework,5,0,0.0,0.0,0.0
41937328,webpack,2,0,0.0,0.0,0.0
41937328,electron,2,0,0.0,0.0,0.0
45715205,java,3,0,0.0,0.0,0.0
45715205,maven,3,0,0.0,0.0,0.0
45715205,findbugs,3,0,0.0,0.0,0.0
19623698,linux-kernel,5,0,0.0,0.0,0.0
19623698,linux-device-driver,5,0,0.0,0.0,0.0
19623698,raspberry-pi,5,0,0.0,0.0,0.0
19623698,interrupt,5,0,0.0,0.0,0.0
19623698,gpio,5,0,0.0,0.0,0.0
40187574,javascript,5,0,0.0,0.0,0.0
40187574,google-chrome,5,0,0.0,0.0,0.0
40187574,google-chrome-extension,5,0,0.0,0.0,0.0
40187574,google-chrome-devtools,5,0,0.0,0.0,0.0
40187574,manifest,5,0,0.0,0.0,0.0
37279475,r,4,0,0.0,0.0,0.0
37279475,gis,4,0,0.0,0.0,0.0
37279475,animated-gif,4,0,0.0,0.0,0.0
37279475,r-raster,4,0,0.0,0.0,0.0
42367646,codemirror,1,0,0.0,0.0,0.0
42210380,javascript,4,0,0.0,0.0,0.0
42210380,jquery,4,0,0.0,0.0,0.0
42210380,ajax,4,0,0.0,0.0,0.0
42210380,history.js,4,0,0.0,0.0,0.0
19948867,java,5,0,0.0,0.0,0.0
19948867,oracle,5,0,0.0,0.0,0.0
19948867,jdbc,5,0,0.0,0.0,0.0
19948867,oracle11g,5,0,0.0,0.0,0.0
19948867,tns,5,0,0.0,0.0,0.0
21177629,json,2,0,0.0,0.0,0.0
21177629,jqplot,2,0,0.0,0.0,0.0
17684784,hibernate,5,0,0.0,0.0,0.0
17684784,java-ee,5,0,0.0,0.0,0.0
17684784,jboss,5,0,0.0,0.0,0.0
17684784,glassfish,5,0,0.0,0.0,0.0
17684784,eclipselink,5,0,0.0,0.0,0.0
7965419,iphone,3,0,0.0,0.0,0.0
7965419,objective-c,3,0,0.0,0.0,0.0
7965419,avaudioplayer,3,0,0.0,0.0,0.0
22182419,node.js,4,0,0.0,0.0,0.0
22182419,mongodb,4,0,0.0,0.0,0.0
22182419,mongoose,4,0,0.0,0.0,0.0
22182419,serverside-javascript,4,0,0.0,0.0,0.0
36996182,redis,3,0,0.0,0.0,0.0
36996182,jedis,3,0,0.0,0.0,0.0
36996182,spring-data-redis,3,0,0.0,0.0,0.0
34637308,java,3,0,0.0,0.0,0.0
34637308,corba,3,0,0.0,0.0,0.0
34637308,idl,3,0,0.0,0.0,0.0
43238516,eclipse,3,0,0.0,0.0,0.0
43238516,intellij-idea,3,0,0.0,0.0,0.0
43238516,configuration,3,0,0.0,0.0,0.0
21311286,python,3,0,0.0,0.0,0.0
21311286,qml,3,0,0.0,0.0,0.0
